Player;Squad;Pos;Age;MP;Min;Gls;G-PK;Ast;xG;xA;Gls/90;G-PK/90;Ast/90;xG/90;xA/90;Competition;Sh;Sh/90;SoT/90;Passes%;ShortPasses%;MediumPasses%;LongPasses%;A-xA;Press%;TklW/90;Blocks/90;Int/90;Tkl+Int/90;Touches/90;Dribbles/90;Dribbles%;SCA/90;GCA/90;Aerial%;Points/90;xGA;OG;PSxG;PSxG/SoT;PSxG+/-;GA;GA/90;Save%;CS%;SoTA/90;SoTA/GA;SoT/G;G-xG;PassesCompleted/90;PassesAttempted/90;ShortPassesCompleted/90;MediumPassesCompleted/90;LongPassesCompleted/90;TotDistPasses/90;PrgDistPasses/90;KP/90;FinalThirdPasses/90;PPA/90;CrsPA/90;PassesProgressive/90;xGA/90;Recov/90;Fls/90;Fld/90;AerialW/90;xGD;xGD/90
Leo Dubois;Lyon;DF;27;15;1144;0;0;0;0.7;0.8;0.0;0.0;0.0;0.05;0.07;Ligue 1;7;0.55;0.08;83.9;93.3;87.1;61.5;-0.8;30.5;1.67;1.6;1.27;3.8;67.8;0.4;40.0;2.28;0.31;43.5;1.60;20.9;0;0;0;0;0;0;0.0;0;0.0;0.0;0.0;-0.7;49.93;59.53;21.33;22.0;6.07;917.33;307.2;0.8;2.67;1.0;0.4;4.6;1.39;6.07;0.93;0.8;0.67;-20.2;-1.3399999999999999
Jean-Kevin Duverne;Brest;DF;24;22;1687;0;0;1;0.2;1.7;0.0;0.0;0.05;0.01;0.09;Ligue 1;5;0.27;0.00;75.4;83.2;81.1;58.2;-0.7;29.3;1.23;1.59;1.95;3.95;54.18;0.82;56.3;1.44;0.16;49.0;1.27;28.4;0;0;0;0;0;0;0.0;0;0.0;0.0;0.0;-0.2;34.41;45.64;13.5;14.59;5.82;694.27;329.68;0.77;3.77;0.95;0.59;3.82;1.29;7.82;1.0;0.73;1.14;-28.2;-1.28
Enzo Ebosse;Angers;DF;22;12;634;0;0;0;0.0;0.2;0.0;0.0;0.0;0.0;0.03;Ligue 1;0;0.00;0.00;86.6;90.2;89.2;75.0;-0.2;25.6;0.17;1.0;0.83;1.5;36.75;0.5;75.0;1.14;0.00;52.6;1.25;9.6;0;0;0;0;0;0;0.0;0;0.0;0.0;0.0;0.0;27.92;32.25;9.25;15.17;3.25;566.42;200.83;0.17;1.33;0.17;0.08;1.5;0.8;4.0;0.5;0.67;0.83;-9.6;-0.8
Hugo Ekitike;Reims;FW;19;18;955;8;7;2;4.8;1.5;0.75;0.66;0.19;0.45;0.15;Ligue 1;22;2.07;1.23;68.6;74.0;71.6;52.9;0.5;22.8;0.56;0.67;0.72;1.5;25.5;1.11;55.6;2.45;0.57;45.3;1.22;14.0;0;0;0;0;0;0;0.0;0;0.0;0.0;1.86;3.2;10.78;15.72;6.94;2.67;0.5;145.83;20.94;0.61;0.39;0.33;0.06;0.61;0.78;3.06;0.78;1.39;1.33;-9.2;-0.33
Alberth Elis;Bordeaux;FW,MF;25;14;1048;8;8;1;4.4;1.5;0.69;0.69;0.09;0.38;0.13;Ligue 1;23;1.98;0.86;64.5;71.9;66.7;57.9;-0.5;27.9;0.86;0.86;0.93;2.29;30.57;1.21;42.5;2.58;0.17;37.7;0.93;22.7;0;0;0;0;0;0;0.0;0;0.0;0.0;1.25;3.5999999999999996;11.29;17.5;6.21;3.57;0.79;163.71;54.64;1.07;0.86;0.71;0.29;1.29;1.62;3.21;1.14;1.14;1.64;-18.299999999999997;-1.2400000000000002
Sepe Elye Wahi;Montpellier;FW,MF;19;20;849;5;5;1;2.5;0.9;0.53;0.53;0.11;0.27;0.09;Ligue 1;19;2.01;0.95;64.3;73.7;60.6;25.0;0.1;27.3;0.4;0.4;0.25;1.0;11.9;0.25;45.5;2.01;0.32;22.9;1.50;12.6;0;0;0;0;0;0;0.0;0;0.0;0.0;1.8;2.5;4.15;6.45;2.8;1.0;0.1;52.0;14.7;0.5;0.35;0.1;0.0;0.3;0.63;1.75;0.55;0.7;0.4;-10.1;-0.36
Renaud Emond;Nantes;MF,FW;30;6;190;0;0;0;0.0;0.0;0.0;0.0;0.0;0.01;0.0;Ligue 1;1;0.47;0.00;69.7;80.0;70.0;50.0;0.0;19.4;0.33;0.67;0.33;0.83;8.0;0.17;100.0;0.47;0.00;23.5;1.33;3.0;0;0;0;0;0;0;0.0;0;0.0;0.0;0.0;0.0;3.83;5.5;2.0;1.17;0.33;56.5;9.0;0.0;0.33;0.0;0.0;0.33;0.5;1.0;0.5;0.67;0.67;-3.0;-0.49
Maxime Estève;Montpellier;DF;19;13;949;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Ligue 1;0;0.00;0.00;86.5;87.4;92.4;74.3;0.0;34.7;0.38;1.38;1.85;2.62;34.62;0.15;100.0;0.38;0.00;53.6;1.23;15.9;0;0;0;0;0;0;0.0;0;0.0;0.0;0.0;0.0;24.62;28.46;6.92;13.15;4.23;526.62;118.0;0.08;0.92;0.08;0.0;1.23;1.22;5.15;0.46;0.38;1.15;-15.9;-1.22
Fábio;Nantes;DF;31;16;1117;0;0;1;0.6;0.6;0.0;0.0;0.08;0.05;0.05;Ligue 1;7;0.56;0.08;73.1;84.0;76.3;48.2;0.4;31.5;1.75;2.0;1.88;5.12;43.94;0.75;63.2;0.81;0.08;61.4;1.63;18.0;0;0;0;0;0;0;0.0;0;0.0;0.0;0.0;-0.6;25.5;34.88;11.5;11.06;2.56;456.38;197.94;0.38;2.0;0.44;0.12;2.31;1.12;7.06;1.31;0.81;1.69;-17.4;-1.07
Cesc Fàbregas;Monaco;MF;34;2;38;0;0;0;0.0;0.1;0.0;0.0;0.0;0.0;0.3;Ligue 1;0;0.00;0.00;79.2;78.6;88.9;60.0;-0.1;40.0;0.0;0.0;0.0;0.0;28.5;0.0;0;4.74;0.00;0.0;0.00;0.4;0;0;0;0;0;0;0.0;0;0.0;0.0;0.0;0.0;21.0;26.5;5.5;12.0;3.0;436.5;158.5;1.0;4.0;1.5;0.5;4.5;0.2;3.5;0.5;1.0;0.0;-0.4;-0.2
Wout Faes;Reims;DF;23;21;1890;2;2;0;0.9;0.1;0.1;0.1;0.0;0.04;0.01;Ligue 1;9;0.43;0.14;86.5;89.0;95.1;69.5;-0.1;37.3;0.76;1.57;2.43;3.71;48.1;0.19;80.0;0.29;0.00;56.9;1.10;25.6;0;0;0;0;0;0;0.0;0;0.0;0.0;1.5;1.1;32.48;37.52;7.33;18.52;6.19;732.57;218.86;0.05;1.52;0.0;0.0;1.52;1.22;6.86;0.71;0.52;1.38;-24.700000000000003;-1.18
Romain Faivre;Brest;MF;23;21;1795;7;2;5;6.2;3.4;0.35;0.1;0.25;0.31;0.17;Ligue 1;32;1.60;0.65;77.4;85.8;80.5;57.9;1.6;30.3;1.19;0.57;1.19;2.76;54.1;2.29;48.5;3.56;0.40;36.0;1.33;29.2;0;0;0;0;0;0;0.0;0;0.0;0.0;6.5;0.7999999999999998;31.71;41.0;15.81;10.43;4.19;544.05;186.1;1.67;2.9;1.33;0.24;4.1;1.39;5.81;0.67;1.33;0.43;-23.0;-1.0799999999999998
Wuilker Faríñez;Lens;GK;23;3;225;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Ligue 1;0;0.00;0.00;88.7;100.0;100.0;46.2;0.0;0;0.0;0.0;0.0;0.0;22.33;0.0;0;0.00;0.00;0;1.00;3.1;0;3.2;0.20;-1.8;5;2.00;63.6;50.0;3.67;2.2;0.0;0.0;18.33;20.67;6.0;9.0;2.0;341.33;209.0;0.0;0.0;0.0;0.0;0.0;1.03;4.0;0.0;0.0;0.0;-3.1;-1.03
Noah Fatar;Angers;DF,MF;19;2;4;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Ligue 1;0;0.00;0.00;57.1;50.0;60.0;0;0.0;25.0;0.0;0.0;0.5;0.5;4.0;0.0;0;0.00;0.00;0;1.50;0.0;0;0;0;0;0;0;0.0;0;0.0;0.0;0.0;0.0;2.0;3.5;0.5;1.5;0.0;44.0;13.0;0.0;0.5;0.0;0.0;0.5;0.0;0.0;0.0;0.5;0.0;0.0;0.0
Julien Faussurier;Brest;DF,FW;35;9;204;0;0;0;0.0;0.3;0.0;0.0;0.0;0.0;0.15;Ligue 1;0;0.00;0.00;78.6;90.0;80.0;69.4;-0.3;26.2;0.33;0.89;0.44;0.89;21.33;0.0;0.0;3.97;0.00;60.0;0.78;4.3;0;0;0;0;0;0;0.0;0;0.0;0.0;0.0;0.0;13.89;17.67;6.0;4.89;2.78;296.33;104.78;0.67;0.89;1.0;0.44;2.33;0.48;2.22;0.22;0.44;0.33;-4.3;-0.48
Jordan Ferri;Montpellier;MF;29;20;1743;0;0;1;0.2;1.5;0.0;0.0;0.05;0.01;0.08;Ligue 1;7;0.36;0.10;85.3;90.3;90.5;72.8;-0.5;31.0;1.85;1.1;1.05;3.7;79.2;0.75;55.6;1.91;0.10;24.2;1.70;23.1;0;0;0;0;0;0;0.0;0;0.0;0.0;0.0;-0.2;59.75;70.05;21.9;25.3;11.1;1212.4;377.7;0.7;6.1;0.8;0.1;5.7;1.16;11.65;1.4;2.05;0.4;-22.900000000000002;-1.15
Karol Fila;Strasbourg;DF;23;9;473;0;0;0;0.0;0.7;0.0;0.0;0.0;0.0;0.13;Ligue 1;0;0.00;0.00;78.3;92.4;76.4;48.8;-0.7;32.5;1.22;0.78;0.67;2.11;40.33;0.11;16.7;1.14;0.19;61.5;1.78;5.9;0;0;0;0;0;0;0.0;0;0.0;0.0;0.0;0.0;28.0;35.78;14.89;10.44;2.22;454.0;191.89;0.33;1.0;1.0;0.22;2.78;0.66;2.89;0.78;1.0;0.89;-5.9;-0.66
Alexis Flips;Reims;FW,MF;22;16;704;1;0;3;1.4;1.3;0.13;0.0;0.38;0.18;0.17;Ligue 1;12;1.53;0.77;58.6;83.9;67.5;27.6;1.7;31.3;0.69;1.19;1.56;2.75;28.38;0.69;55.0;3.45;0.51;29.4;1.00;7.6;0;0;0;0;0;0;0.0;0;0.0;0.0;0.0;-0.3999999999999999;12.62;21.56;5.88;5.06;1.5;230.69;88.19;1.06;0.75;0.38;0.31;1.12;0.47;3.75;0.75;0.31;0.31;-6.199999999999999;-0.29
Mamadou Fofana;Metz;DF;24;1;33;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Ligue 1;0;0.00;0.00;75.0;100.0;100.0;50.0;0.0;100.0;1.0;2.0;3.0;4.0;11.0;0.0;0;0.00;0.00;0.0;1.00;0.7;0;0;0;0;0;0;0.0;0;0.0;0.0;0.0;0.0;3.0;4.0;1.0;1.0;1.0;82.0;59.0;0.0;0.0;0.0;0.0;0.0;0.7;1.0;0.0;0.0;0.0;-0.7;-0.7
Seko Fofana;Lens;MF;26;22;1960;6;6;0;5.3;2.7;0.28;0.28;0.0;0.24;0.12;Ligue 1;59;2.71;0.92;88.7;91.6;92.6;74.1;-2.7;25.4;0.5;0.91;1.45;2.27;60.14;1.91;60.9;2.80;0.18;33.3;1.50;24.2;0;0;0;0;0;0;0.0;0;0.0;0.0;3.33;0.7000000000000002;43.23;48.73;21.32;17.59;3.64;735.82;126.32;1.14;2.27;1.32;0.18;3.0;1.1;6.64;1.0;1.32;0.23;-18.9;-0.8600000000000001
Youssouf Fofana;Monaco;MF;23;18;953;0;0;3;0.4;0.9;0.0;0.0;0.28;0.04;0.08;Ligue 1;12;1.13;0.28;77.1;83.3;84.0;54.1;2.1;34.6;1.39;0.94;1.11;3.22;40.78;0.83;65.2;1.89;0.47;52.4;1.61;15.6;0;0;0;0;0;0;0.0;0;0.0;0.0;0.0;-0.4;25.83;33.5;10.83;11.06;3.33;482.06;118.5;0.39;3.39;0.61;0.0;3.72;0.87;5.94;1.0;0.67;0.61;-15.2;-0.83
Thomas Foket;Reims;DF;27;17;1348;1;1;0;0.3;1.9;0.07;0.07;0.0;0.02;0.13;Ligue 1;5;0.33;0.07;79.3;92.3;82.3;51.6;-1.9;29.9;0.71;1.06;1.47;2.76;45.88;0.53;69.2;1.34;0.07;57.1;1.24;18.5;0;0;0;0;0;0;0.0;0;0.0;0.0;1.0;0.7;30.71;38.71;14.18;13.41;2.82;541.47;208.59;0.82;1.24;1.0;0.59;2.47;1.09;5.53;1.06;1.12;0.71;-18.2;-1.07
Thomas Fontaine;Lorient;DF;30;2;167;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Ligue 1;0;0.00;0.00;84.9;100.0;84.4;100.0;0.0;16.7;0.0;1.5;1.0;1.5;35.0;0.0;0;0.00;0.00;28.6;0.50;4.6;0;0;0;0;0;0;0.0;0;0.0;0.0;0.0;0.0;22.5;26.5;3.5;13.5;5.5;558.5;215.5;0.0;2.0;0.5;0.0;2.0;2.3;6.0;2.0;0.5;1.0;-4.6;-2.3
José Fonte;Lille;DF;38;22;1980;0;0;2;0.7;0.8;0.0;0.0;0.09;0.03;0.03;Ligue 1;10;0.45;0.14;87.8;88.3;93.5;79.5;1.2;34.2;0.59;1.5;1.86;2.73;63.18;0.0;0.0;0.77;0.14;76.3;1.45;23.0;0;0;0;0;0;0;0.0;0;0.0;0.0;0.0;-0.7;47.59;54.23;12.0;24.27;10.73;1087.18;319.59;0.27;2.36;0.09;0.0;2.73;1.05;10.5;0.45;0.41;2.77;-22.3;-1.02
Steven Fortes;Lens;DF;29;1;90;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Ligue 1;0;0.00;0.00;86.2;71.4;100.0;80.0;0.0;30.0;0.0;1.0;2.0;3.0;35.0;1.0;50.0;0.00;0.00;100.0;1.00;0.6;0;0;0;0;0;0;0.0;0;0.0;0.0;0.0;0.0;25.0;29.0;5.0;12.0;8.0;613.0;170.0;0.0;0.0;0.0;0.0;2.0;0.6;4.0;2.0;0.0;1.0;-0.6;-0.6
Przemysław Frankowski;Lens;DF;26;22;1704;4;4;4;2.0;2.8;0.21;0.21;0.21;0.11;0.15;Ligue 1;23;1.21;0.48;81.6;88.9;84.3;60.2;1.2;24.1;1.18;1.23;1.68;3.68;55.82;0.73;55.2;1.95;0.37;44.4;1.50;21.6;0;0;0;0;0;0;0.0;0;0.0;0.0;2.25;2.0;37.82;46.36;18.64;15.82;2.82;639.55;192.14;1.23;1.41;1.05;0.41;3.23;0.98;5.82;1.14;0.27;0.36;-19.6;-0.87
Fransérgio;Bordeaux;MF;31;18;899;0;0;1;0.8;0.2;0.0;0.0;0.1;0.08;0.02;Ligue 1;8;0.80;0.20;71.6;78.3;75.0;64.6;0.8;25.8;0.56;1.22;0.78;1.72;26.94;0.11;40.0;1.00;0.20;47.5;0.94;21.7;0;0;0;0;0;0;0.0;0;0.0;0.0;0.0;-0.8;15.11;21.11;6.0;6.0;2.94;318.06;83.33;0.28;1.78;0.11;0.0;1.39;1.21;5.39;1.11;0.56;1.06;-20.9;-1.13
Angelo Fulgini;Angers;MF,FW;25;21;1735;3;3;2;4.4;1.7;0.16;0.16;0.1;0.23;0.09;Ligue 1;37;1.92;0.52;80.6;87.2;84.1;56.8;0.3;24.1;0.48;1.05;0.95;1.81;53.05;1.95;48.2;1.92;0.21;51.0;1.24;22.4;0;0;0;0;0;0;0.0;0;0.0;0.0;3.33;-1.4000000000000004;31.67;39.29;15.19;12.05;2.57;507.43;120.24;1.05;2.76;0.52;0.14;3.24;1.07;5.05;1.0;2.52;1.19;-18.0;-0.8400000000000001
Gauthier Gallon;Troyes;GK;28;22;1980;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Ligue 1;0;0.00;0.00;70.8;98.1;97.7;51.0;0.0;0.0;0.0;0.05;0.0;0.0;38.41;0.05;100.0;0.00;0.00;0;0.91;31.6;2;28.9;0.25;-0.1;31;1.41;72.6;18.2;4.32;3.06;0.0;0.0;25.23;35.64;4.77;9.77;10.45;784.73;491.95;0.0;0.32;0.0;0.0;0.0;1.44;5.05;0.0;0.23;0.0;-31.6;-1.44
Kévin Gameiro;Strasbourg;FW,MF;34;20;1251;8;7;1;7.7;1.1;0.58;0.5;0.07;0.56;0.08;Ligue 1;33;2.37;1.01;79.8;88.5;76.5;37.5;-0.1;25.8;0.3;0.4;0.4;0.8;28.95;0.45;50.0;1.58;0.29;20.0;1.55;17.4;0;0;0;0;0;0;0.0;0;0.0;0.0;2.0;0.2999999999999998;17.55;22.0;12.3;3.9;0.45;223.75;27.7;0.45;0.35;0.5;0.0;1.15;0.87;3.15;0.5;0.45;0.35;-9.7;-0.30999999999999994
Idrissa Gana Gueye;PSG;MF;32;15;1093;3;3;0;1.0;1.4;0.25;0.25;0.0;0.08;0.11;Ligue 1;15;1.24;0.33;92.8;95.4;93.6;84.7;-1.4;29.1;1.8;1.07;1.6;4.4;67.13;1.0;78.9;1.89;0.16;38.9;2.27;13.7;0;0;0;0;0;0;0.0;0;0.0;0.0;1.33;2.0;54.27;58.47;26.53;22.4;4.07;905.87;219.2;0.8;5.6;0.47;0.07;3.67;0.91;6.67;1.87;0.8;0.47;-12.7;-0.8300000000000001
Ignatius Ganago;Lens;FW;22;13;590;3;3;0;2.3;0.8;0.46;0.46;0.0;0.35;0.13;Ligue 1;17;2.59;1.07;74.0;82.0;72.2;50.0;-0.8;22.4;0.0;0.15;0.15;0.15;13.85;0.38;38.5;1.98;0.31;42.3;1.31;6.9;0;0;0;0;0;0;0.0;0;0.0;0.0;2.33;0.7000000000000002;5.69;7.69;3.15;2.0;0.23;84.08;8.69;0.38;0.31;0.23;0.0;0.46;0.53;1.69;0.46;0.31;0.85;-4.6000000000000005;-0.18000000000000005
Johan Gastien;Clermont Foot;MF;34;18;1498;0;0;1;0.5;1.1;0.0;0.0;0.06;0.03;0.07;Ligue 1;12;0.72;0.24;83.5;88.2;90.1;71.2;-0.1;35.3;1.28;2.17;1.94;3.89;89.78;0.5;50.0;1.86;0.36;40.6;1.17;20.4;0;0;0;0;0;0;0.0;0;0.0;0.0;0.0;-0.5;67.06;80.28;20.67;30.33;15.11;1509.28;479.5;0.78;6.39;0.33;0.11;6.22;1.13;9.89;1.06;1.28;0.72;-19.9;-1.0999999999999999
Valère Germain;Montpellier;FW;31;18;1148;4;4;2;2.8;1.6;0.31;0.31;0.16;0.22;0.12;Ligue 1;19;1.49;0.94;76.7;78.1;78.1;73.3;0.4;30.7;0.56;0.56;0.28;1.11;20.28;0.11;40.0;1.18;0.31;39.8;1.67;15.3;0;0;0;0;0;0;0.0;0;0.0;0.0;3.0;1.2000000000000002;10.61;13.83;5.94;2.78;0.61;142.39;26.0;0.56;0.39;0.5;0.06;0.94;0.85;2.61;0.83;0.78;1.83;-12.5;-0.63
Gerson;Marseille;MF,DF;24;19;1177;3;3;2;2.6;1.1;0.23;0.23;0.15;0.2;0.09;Ligue 1;16;1.22;0.69;91.2;92.2;95.9;80.4;0.9;24.4;0.89;0.89;0.68;1.95;39.05;0.68;68.4;2.29;0.31;57.9;1.79;14.7;0;0;0;0;0;0;0.0;0;0.0;0.0;3.0;0.3999999999999999;28.37;31.11;14.32;11.0;2.16;455.11;57.26;0.63;1.42;0.37;0.0;1.11;0.77;4.0;1.11;1.53;0.58;-12.1;-0.5700000000000001
Willem Geubbels;Nantes;FW,MF;20;9;238;1;1;1;0.4;0.8;0.38;0.38;0.38;0.17;0.28;Ligue 1;4;1.51;0.38;80.0;90.3;83.3;25.0;0.2;17.7;0.11;0.56;0.33;0.78;10.78;0.22;33.3;0.76;0.76;44.4;1.44;3.5;0;0;0;0;0;0;0.0;0;0.0;0.0;1.0;0.6;5.78;7.22;3.11;2.22;0.11;77.33;13.78;0.11;0.22;0.0;0.0;0.11;0.39;0.67;0.22;0.22;0.44;-3.1;-0.22
Lamine Ghezali;Saint-Étienne;DF;22;1;1;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;3.58;Ligue 1;0;0.00;0.00;66.7;100.0;100.0;0.0;0.0;0;0.0;1.0;0.0;0.0;8.0;0.0;0;90.00;0.00;0;0.00;0.0;0;0;0;0;0;0;0.0;0;0.0;0.0;0.0;0.0;4.0;6.0;3.0;1.0;0.0;62.0;29.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Nicholas Gioacchini;Montpellier;MF,FW;21;18;319;0;0;2;1.1;0.7;0.0;0.0;0.56;0.32;0.21;Ligue 1;7;1.97;0.28;61.9;68.8;54.2;75.0;1.3;23.4;0.11;0.33;0.28;0.56;8.22;0.17;30.0;2.82;1.13;50.0;1.67;4.0;0;0;0;0;0;0;0.0;0;0.0;0.0;0.0;-1.1;2.89;4.67;1.83;0.72;0.17;40.67;12.11;0.22;0.22;0.22;0.11;0.39;0.22;1.39;0.22;0.67;0.89;-2.9;0.1
Jimmy Giraudon;Troyes;DF;30;19;1619;0;0;0;0.0;0.3;0.0;0.0;0.0;0.0;0.02;Ligue 1;0;0.00;0.00;86.9;93.9;93.0;70.0;-0.3;40.0;0.37;2.11;3.21;3.74;52.89;0.16;100.0;0.39;0.00;59.3;0.89;24.5;0;0;0;0;0;0;0.0;0;0.0;0.0;0.0;0.0;39.11;45.0;12.21;18.95;7.63;824.53;355.11;0.16;1.16;0.11;0.05;1.42;1.29;7.0;0.74;0.32;0.84;-24.5;-1.29
Andrei Girotto;Nantes;DF,MF;29;22;1922;5;5;1;1.7;0.9;0.23;0.23;0.05;0.08;0.04;Ligue 1;31;1.45;0.23;81.4;86.6;88.7;64.1;0.1;30.4;1.55;2.45;2.05;5.09;54.64;0.23;71.4;0.66;0.09;53.4;1.45;27.1;0;0;0;0;0;0;0.0;0;0.0;0.0;1.0;3.3;34.14;41.95;12.32;15.41;6.0;701.59;211.45;0.23;2.0;0.18;0.09;2.0;1.23;10.77;1.59;0.77;2.82;-25.400000000000002;-1.15
Aleksandr Golovin;Monaco;FW,MF;25;13;695;2;2;2;1.6;1.5;0.26;0.26;0.26;0.2;0.2;Ligue 1;13;1.68;0.65;74.0;86.8;80.6;44.6;0.5;24.2;0.54;0.85;0.69;1.77;36.38;1.0;86.7;3.76;0.26;30.8;1.46;6.3;0;0;0;0;0;0;0.0;0;0.0;0.0;2.5;0.3999999999999999;22.15;29.92;10.15;8.62;2.85;397.31;103.38;1.62;1.69;1.15;0.31;2.31;0.48;4.38;0.92;0.77;0.31;-4.699999999999999;-0.27999999999999997
Angel Gomes;Lille;MF;21;12;454;0;0;0;0.2;0.5;0.0;0.0;0.0;0.04;0.11;Ligue 1;3;0.59;0.00;74.2;83.3;79.1;53.6;-0.5;27.5;0.67;0.33;0.25;1.0;18.75;0.0;0.0;2.58;0.20;0.0;1.75;5.8;0;0;0;0;0;0;0.0;0;0.0;0.0;0.0;-0.2;11.0;14.83;5.0;4.42;1.25;193.58;55.25;0.42;0.83;0.58;0.08;1.83;0.48;2.58;0.5;0.67;0.0;-5.6;-0.44
Alfred Gomis;Rennes;GK;28;18;1620;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Ligue 1;0;0.00;0.00;78.9;100.0;99.1;53.7;0.0;0;0.0;0.0;0.0;0.0;32.0;0.0;0;0.00;0.00;0;1.72;20.5;0;16.9;0.33;+0.9;16;0.89;72.3;44.4;2.61;2.94;0.0;0.0;23.67;30.0;4.56;11.78;7.22;670.61;399.61;0.0;0.0;0.0;0.0;0.0;1.14;6.28;0.0;0.17;0.0;-20.5;-1.14
Vagner Gonçalves;Metz;MF,FW;26;3;86;0;0;0;0.3;0.1;0.0;0.0;0.0;0.27;0.08;Ligue 1;1;1.05;1.05;65.8;89.5;57.1;42.9;-0.1;30.8;0.0;0.0;0.0;0.67;17.33;0.33;50.0;5.23;0.00;33.3;0.67;1.0;0;0;0;0;0;0;0.0;0;0.0;0.0;0.0;-0.3;8.33;12.67;5.67;1.33;1.0;124.33;51.0;0.67;0.0;0.67;0.0;0.67;0.33;1.67;1.33;0.67;0.33;-0.7;-0.06
Álvaro González;Marseille;DF;32;6;451;0;0;0;0.2;0.0;0.0;0.0;0.0;0.04;0.0;Ligue 1;2;0.40;0.00;96.0;96.8;97.2;92.5;0.0;28.0;0.0;0.17;0.5;0.67;66.5;0.0;0;0.00;0.00;20.0;1.83;5.3;0;0;0;0;0;0;0.0;0;0.0;0.0;0.0;-0.2;59.83;62.33;15.0;34.33;10.33;1293.17;282.5;0.0;1.33;0.0;0.0;2.0;0.88;6.17;1.17;1.17;0.5;-5.1;-0.84
Amine Gouiri;Nice;FW,MF;21;22;1696;10;7;7;10.4;5.3;0.53;0.37;0.37;0.55;0.28;Ligue 1;43;2.28;1.22;75.6;83.2;84.3;57.1;1.7;29.7;0.45;1.05;0.45;1.27;40.0;1.64;50.7;4.56;0.58;40.7;1.95;19.3;0;0;0;0;0;0;0.0;0;0.0;0.0;3.29;-0.40000000000000036;21.82;28.86;11.23;7.09;2.73;370.5;88.77;1.77;1.41;1.14;0.18;2.0;0.88;3.5;1.05;0.73;0.5;-8.9;-0.32999999999999996
Jonathan Gradit;Lens;DF;29;21;1874;0;0;0;0.0;1.2;0.0;0.0;0.0;0.0;0.06;Ligue 1;2;0.10;0.00;90.1;92.9;94.5;74.6;-1.2;37.6;0.9;1.71;2.38;4.14;69.71;0.43;81.8;0.96;0.14;66.1;1.52;23.7;0;0;0;0;0;0;0.0;0;0.0;0.0;0.0;0.0;54.48;60.43;17.52;29.24;7.14;1100.71;369.38;0.52;6.14;0.29;0.05;5.29;1.13;8.24;1.05;1.14;1.86;-23.7;-1.13
Andrew Gravillon;Reims;DF;23;20;1759;0;0;0;0.3;0.6;0.0;0.0;0.0;0.01;0.03;Ligue 1;9;0.46;0.10;76.9;84.9;81.6;61.9;-0.6;34.5;0.9;1.55;2.05;3.3;49.75;0.25;41.7;0.67;0.05;60.0;1.20;22.2;0;0;0;0;0;0;0.0;0;0.0;0.0;0.0;-0.3;30.1;39.15;9.85;14.4;5.45;647.8;270.8;0.4;2.5;0.4;0.05;3.0;1.11;6.15;1.35;0.85;1.35;-21.9;-1.1
Adrian Grbić;Lorient;FW,MF;25;16;518;1;1;0;1.5;0.5;0.17;0.17;0.0;0.25;0.1;Ligue 1;12;2.08;1.04;63.6;70.1;59.3;33.3;-0.5;20.8;0.19;0.31;0.19;0.38;10.06;0.06;50.0;1.39;0.00;41.7;0.81;9.4;0;0;0;0;0;0;0.0;0;0.0;0.0;6.0;-0.5;4.38;6.88;2.94;1.0;0.06;52.25;12.25;0.25;0.25;0.06;0.0;0.38;0.59;1.44;0.38;0.62;0.94;-7.9;-0.33999999999999997
Ivo Grbić;Lille;GK;26;20;1800;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Ligue 1;0;0.00;0.00;67.1;100.0;99.2;46.7;0.0;0;0.0;0.0;0.0;0.0;30.75;0.05;100.0;0.10;0.00;0;1.55;20.1;1;23.3;0.27;+1.3;23;1.15;74.1;10.0;4.05;3.52;0.0;0.0;19.0;28.3;4.05;6.6;8.1;592.9;384.7;0.0;0.15;0.0;0.0;0.0;1.01;3.6;0.0;0.45;0.0;-20.1;-1.01
Etienne Green;Saint-Étienne;GK;21;15;1197;0;0;0;0.0;0.3;0.0;0.0;0.0;0.0;0.02;Ligue 1;0;0.00;0.00;70.8;100.0;100.0;49.1;-0.3;25.0;0.0;0.0;0.0;0.0;30.33;0.0;0;0.15;0.00;0;0.73;22.9;2;20.7;0.30;-4.3;27;2.03;61.2;6.7;4.47;2.48;0.0;0.0;19.07;26.93;3.6;7.33;7.6;586.33;357.93;0.07;0.07;0.0;0.0;0.0;1.53;4.13;0.07;0.07;0.0;-22.9;-1.53
